AuthorID,BookID,RelAuthorID,Title,Mentions,PrimPub,Image,OriginalLanguage,color_type,LimitedSeries,BookSeries,UnlimitedSeries,ISBN,Directory,AvgRating,NoRatings,OriginalTitle,Name,FirstName,LastName,GenderID,CountryOfOriginID,CountryOfResidence,DateOfDeath,DateOfBirth,Race,PenName
263,240,292,An Age of License: a Travelogue,0,9/22/14,An Age of License. A Travelogue.png,English,--> black&white,0,0,0,978-1-60699-768-0,An_Age_of_License_a_Travelogue,3.81,3766,NA,Lucy Knisley,Lucy,Knisley,Female,USA,USA,,1/11/85,White,
264,76,109,Need More Love: A Graphic Memoir,4,2/1/07,Need More Love. A Graphic Memoir.jpg,English,--> black&white,0,0,0,978-1-84601-133-7,Need_More_Love_A_Graphic_Memoir,3.92,350,NA,Aline Kominsky-Crumb,Aline,Kominsky-Crumb,Female,USA,USA,,8/1/48,White,
265,238,290,"Tangles: A Story About Alzheimer's, My Mother, and Me",3,9/10/10,"Tangles. A Story About Alzheimer's, My Mother, and Me.jpg",English,--> black&white,0,0,0,978-1-61608-639-8,Tangles_A_Story_About_Alzheimers_My_Mother_and_Me,4.14,1015,NA,Sarah Leavitt,Sarah,Leavitt,Female,,Canada,,,White,
266,241,293,"Patsy Walker, A.K.A. Hellcat! Vol. 1: Hooked On A Feline",0,5/31/16,"Patsy Walker, A.K.A. Hellcat! Vol. 1. Hooked On A Feline.jpg",English,colour,1,0,0,978-1-302-90035-9,,3.97,2369,NA,Kate Leth,Kate,Leth,Female,Canada,USA,,9/29/88,White,
268,243,294,"Moon Girl and Devil Dinosaur, Vol. 1: BFF",0,7/5/16,"Moon Girl and Devil Dinosaur, Vol. 1. BFF.jpg",English,colour,0,0,1,978-1-302-90005-2,,3.87,3816,NA,Amy Reeder,Amy,Reeder,Female,USA,USA,,8/25/80,White,
269,243,295,"Moon Girl and Devil Dinosaur, Vol. 1: BFF",0,7/5/16,"Moon Girl and Devil Dinosaur, Vol. 1. BFF.jpg",English,colour,0,0,1,978-1-302-90005-2,,3.87,3816,NA,Brandon Montclare,Brandon,Montclare,Male,,USA,,,White,
271,244,296,Leaving Megalopolis,0,1/1/13,Leaving Megalopolis.png,English,colour,0,0,0,978-1-61655-559-7,Leaving_Megalopolis,3.77,482,NA,Gail Simone,Gail,Simone,Female,USA,USA,,7/29/74,White,
273,245,297,Omega: The Unknown,7,1/1/06,,English,colour,1,0,0,978-0-7851-3052-9,Omega_The_Unknown,3.61,864,NA,Stephen Ross Gerber,Stephen Ross,Gerber,Male,USA,USA,2/10/08,9/20/74,White,
274,245,298,Omega: The Unknown,7,1/1/06,,English,colour,1,0,0,978-0-7851-3052-9,Omega_The_Unknown,3.61,864,NA,Mary Skrenes,Mary,Skrenes,Female,,,,,White,
275,245,299,Omega: The Unknown,7,1/1/06,,English,colour,1,0,0,978-0-7851-3052-9,Omega_The_Unknown,3.61,864,NA,Scott Edelman,Scott,Edelman,Male,USA,USA,,1/1/55,White,
276,245,300,Omega: The Unknown,7,1/1/06,,English,colour,1,0,0,978-0-7851-3052-9,Omega_The_Unknown,3.61,864,NA,Roger Stern,Roger,Stern,Male,USA,USA,,9/17/50,White,
277,245,301,Omega: The Unknown,7,1/1/06,,English,colour,1,0,0,978-0-7851-3052-9,Omega_The_Unknown,3.61,864,NA,Steven Grant,Steven,Grant,Male,USA,USA,,10/22/53,White,
281,247,302,When David Lost His Voice,0,1/1/12,When David Lost His Voice.png,English,colour,0,0,0,978-1-906838-54-6,When_David_Lost_His_Voice,4.06,738,NA,Judith Vanistendael,Judith,Vanistendael,Female,Belgium,Belgium,,1/1/74,White,
284,246,305,Becoming Unbecoming,0,9/30/15,Becoming Unbecoming.jpg,English,--> black&white,0,0,0,978-1-908434-69-2,Becoming_Unbecoming,4.3,1308,NA,Una Una,Una,Una,Female,UK,UK,,,White,
285,249,308,New Spring,0,1/1/11,New Spring.jpg,English,colour,1,0,0,978-0-7653-2380-4,,3.93,1721,NA,James Oliver Rigney Jr. Robert Jordan,James Oliver Rigney Jr.,Robert Jordan,Male,USA,USA,9/16/07,10/17/48,White,
286,249,309,New Spring,0,1/1/11,New Spring.jpg,English,colour,1,0,0,978-0-7653-2380-4,,3.93,1721,NA,Charles Dixon Chuck,Charles Dixon,Chuck,Male,USA,USA,,3/14/54,White,
288,250,310,The Inhumans: By Right of Birth,3,1/1/13,The Inhumans. By Right of Birth.jpeg,English,colour,0,0,0,978-0-7851-8504-8,The_Inhumans_By_Right_of_Birth,3.33,60,NA,Ann Annie Nocenti,Ann Annie,Nocenti,Female,USA,USA,,1/17/57,White,
289,250,311,The Inhumans: By Right of Birth,3,1/1/13,The Inhumans. By Right of Birth.jpeg,English,colour,0,0,0,978-0-7851-8504-8,The_Inhumans_By_Right_of_Birth,3.33,60,NA,Lou Mougin,Lou,Mougin,Male,USA,USA,,1/1/54,White,
295,252,314,The Picture of Dorian Gray: A Graphic Novel,0,9/1/08,The Picture of Dorian Gray. A Graphic Novel.jpg,English,colour,0,0,0,978-1-4114-1593-5,The_Picture_of_Dorian_Gray_A_Graphic_Novel,4.13,43396,NA,Ian Edginton,Ian,Edginton,Male,UK,UK,,,White,
297,253,316,Prince of Persia: The Graphic Novel,0,9/2/08,Prince of Persia.jpg,English,colour,0,0,0,978-1-59643-207-9,,3.01,724,NA,Jordan Mechner,Jordan,Mechner,Male,USA,USA,,6/4/64,White,
298,253,317,Prince of Persia: The Graphic Novel,0,9/2/08,Prince of Persia.jpg,English,colour,0,0,0,978-1-59643-207-9,,3.01,724,NA,A. B. Sina,A. B.,Sina,Female,,,,,Unknown,
301,254,318,A Sailor's Story,0,8/1/87,A Sailor's Story.jpg,English,colour,0,0,0,978-0-486-79812-7,A_Sailors_Story,4.09,43,NA,Sam Glanzman,Sam,Glanzman,Male,USA,USA,7/12/17,12/5/24,White,
304,255,321,A Game of Thrones: The Graphic Novel Vol.1,1,3/27/12,A Game of Thrones.jpg,English,colour,0,1,0,978-0-440-42321-8,,4.47,27632,NA,Daniel James Abraham,Daniel James,Abraham,Male,USA,USA,,11/14/69,White,
306,258,324,The Cartoon History of the Universe III: From the Rise of Arabia to the Renaissance,1,10/21/02,The Cartoon History of the Universe III. From the Rise of Arabia to the Renaissanse.jpg,English,--> black&white,0,1,0,978-0-393-32403-7,,4.29,1567,NA,Larry Gonick,Larry,Gonick,Male,USA,USA,,8/24/46,White,
307,260,326,"Stray Bullets, Vol.1: Innocence of Nihilism",1,4/6/05,"Stray Bullets, Vol.1. Innocence of Nihilism.jpg",English,--> black&white,0,1,0,978-1-63215-113-1,,4.16,739,NA,David Lapham,David,Lapham,Male,USA,USA,,1/1/70,White,
308,186,330,Richard Stark's Parker: The Score,1,7/24/12,Richard Stark's Parker. The Score.jpg,English,colour,0,0,0,978-1613772089,Richard_Starks_Parker_The_Score,4.28,2060,NA,Donald Edwin Westlake (Richard Stark),Donald Edwin,Westlake (Richard Stark),Male,USA,USA,12/31/08,7/12/33,White,
308,105,140,Richard Stark's Parker: Slayground,0,12/17/13,Richard Stark's Parker. Slayground.jpg,English,colour,0,0,0,978-1613778128,Richard_Starks_Parker_Slayground,4.06,1033,NA,Donald Edwin Westlake (Richard Stark),Donald Edwin,Westlake (Richard Stark),Male,USA,USA,12/31/08,7/12/33,White,
308,262,328,Richard Stark's Parker: The Hunter,0,6/1/09,Richard Stark's Parker. The Hunter.jpg,English,monochrome,0,0,0,978-1613773994,,4.2,6388,NA,Donald Edwin Westlake (Richard Stark),Donald Edwin,Westlake (Richard Stark),Male,USA,USA,12/31/08,7/12/33,White,
309,263,332,Marvels,32,1/1/95,Marvels.jpg,English,colour,1,0,0,978-0-7851-4286-7,,4.22,23223,NA,Kurt Busiek,Kurt,Busiek,Male,USA,USA,,9/16/60,White,
310,264,333,Nimona,0,5/12/15,Nimona.jpg,English,colour,0,0,0,978-0-06-227823-4,,4.19,63337,NA,Noelle Stevenson,Noelle,Stevenson,Female,USA,USA,,12/31/91,White,
311,265,334,"Demon, Vol.1",8,10/13/16,Demon. Vol.1.jpg,English,colour,0,1,0,978-1-62672-452-5,,3.76,759,NA,Jason Shiga,Jason,Shiga,Male,USA,USA,,1/1/76,Asian,
315,271,340,My Favorite Thing Is Monsters,0,2/15/17,My Favorite Thing Is Monsters.jpg,English,colour,0,1,0,978-1-60699-959-2,,4.13,6985,NA,Emil Ferris,Emil,Ferris,Female,USA,USA,,1/1/62,White,
