"BookID","FormatID","Edition","Book Name","Genre","Genre Group","More than One Edition (1=Y)","Author1ID","Author2ID","Author 1 - First Name","Author 1 - Last Name","Author 1 - Gender (1=M)","Author 1 - Country of Origin","Author 1 - Ethnicity","Author 1 - DOB","Author 1 - Age","Author 2 - First Name","Author 2 - Last Name","Author 2 - Gender (1=M)","Any Female Authors (0 = Y)","Author 2 - Country of Origin","Author 2 - Ethnicity","Author 2 - DOB","Author 2 - Age","LanguageID","Mentions","Pages","PlaceOfPublicationID","PublisherID","SIze","Date","Width","Depth","Height","Unit"
211,"SC","Revised Edition","The Playboy","Memoir","Graphic Memoir",0,41,"N/A","Chester","Brown",1,"Canada","White","1960-05-16",53,NA,NA,NA,1,NA,NA,NA,NA,NA,0,198,"Montreal, Canada","Drawn and Quarterly",NA,"2013-05-28",4.4,0.8,7,"inches"
212,"SC","7th Edition","Like a Velvet Glove Cast in Iron","Mystery","Graphic Fantasy",0,45,"N/A","Daniel","Clowes",1,"USA","White","1961-04-14",31,NA,NA,NA,1,NA,NA,NA,NA,NA,0,142,"Seattle, USA","Fantagraphics",NA,"1993-01-17",7.6,0.5,11,"inches"
213,"HC","First Edition","Ice Haven","Literary Fiction","Graphic Novel",1,45,"N/A","Daniel","Clowes",1,"USA","White","1961-04-14",44,NA,NA,NA,1,NA,NA,NA,NA,NA,0,88,"New York City","Pantheon",NA,"2005-06-07",8.1,0.6,5.6,"inches"
214,"HC","First Edition","David Boring","Romance","Graphic Novel",1,45,"N/A","Daniel","Clowes",1,"USA","White","1961-04-14",39,NA,NA,NA,1,NA,NA,NA,NA,NA,0,116,"New York City","Pantheon",NA,"2000-09-12",7.9,0.7,10.5,"inches"
215,"HC","First Edition","Wimbledon Green","Crime","Graphic Novel",0,125,"N/A","Gregory","Gallant",1,"Unknown","White","1962-09-16",43,NA,NA,NA,1,NA,NA,NA,NA,NA,0,125,"Montreal, Canada","Drawn and Quarterly",NA,"2005-12-13",6.2,0.8,8.1,"inches"
216,"HC","First Edition","George Sprott, 1894-1975","Literary Fiction","Graphic Novel",0,125,"N/A","Gregory","Gallant",1,"Unknown","White","1962-09-16",46,NA,NA,NA,1,NA,NA,NA,NA,NA,0,96,"Montreal, Canada","Drawn and Quarterly",NA,"2009-05-26",12.2,0.7,14.3,"inches"
217,"SC",NA,"Daddy's Girl","Coming of Age","Graphic Novel",1,239,"N/A","Debbie","Drechsler",0,"USA","White","1953-01-01",43,NA,NA,NA,0,NA,NA,NA,NA,NA,0,88,"Seattle, USA","Fantagraphics",NA,"1996-06-01",7.8,0.2,7.2,"inches"
218,"SC",NA,"Brooklyn Dreams","Coming of Age","Graphic Novel",1,170,"N/A","John Marc","DeMatteis",1,"USA","White","1953-12-15",49,NA,NA,NA,1,NA,NA,NA,NA,NA,0,384,"New York, USA","DC Comics",NA,"2003-04-01",5.5,1,8,"inches"
219,"SC","First edition","A History of Violence","Crime","Graphic Novel",0,240,"N/A","John","Wagner",1,"USA","White","1949-01-01",55,NA,NA,NA,1,NA,NA,NA,NA,NA,0,296,"New York, USA","Paradox Press",NA,"2004-12-01",5.5,0.8,8,"inches"
220,"SC","Annotated Adition","Stray Toasters","Crime","Graphic Novel",0,242,"N/A","Boleslav William Felix Robert Bill","Sienkiewicz",1,"USA","White","1958-05-03",50,NA,NA,NA,1,NA,NA,NA,NA,NA,0,224,"Berkeley, USA","Image Comics",NA,"2008-11-25",6.6,0.5,10.2,"inches"
221,"SC","Second Edition","Clumsy","Literary Fiction","Graphic Novel",0,243,"N/A","Jeffrey","Brown",1,"USA","White","1975-07-01",27,NA,NA,NA,1,NA,NA,NA,NA,NA,0,224,"Marietta, Georgia, USA","Top Shelf Productions",NA,"2003-05-04",4.6,0.6,7.2,"inches"
222,"SC","Reprint Edition","La Perdida","Literary Fiction","Graphic Novel",1,244,"N/A","Jessica","Abel",0,"USA","White","1969-01-01",31,NA,NA,NA,0,NA,NA,NA,NA,NA,0,256,"New York City","Pantheon",NA,"2000-05-20",6.6,0.9,8.5,"inches"
224,"HC","First Edition","We Are On Our Own","Memoir","Graphic Memoir",0,246,"N/A","Miriam","Katin",0,"Hungary","White","0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,122,"Montreal, Canada","Drawn and Quarterly",NA,"2006-05-16",8.2,0.7,8.6,"inches"
232,"HC",NA,"Hark! A Vagrant","Humor","Humor",1,255,"N/A","Kathryn Moira","Beaton",0,"Canada","White","1983-09-08",28,NA,NA,NA,0,NA,NA,NA,NA,NA,0,166,"Montreal, Canada","Drawn and Quarterly",NA,"2011-09-27",5.5,0.9,8.7,"inches"
233,"HC",NA,"The Voyeurs","Memoir","Graphic Memoir",0,256,"N/A","Gabrielle","Bell",1,"UK","White","1976-03-24",36,NA,NA,NA,1,NA,NA,NA,NA,NA,0,156,"Minneapolis, USA","Uncivilized Books",NA,"2012-09-04",6.2,0.4,9,"inches"
234,"HC",NA,"Anya's Ghost","Coming of Age","Graphic Novel",1,257,"N/A","Vera","Brosgol",0,"Russia","White","1984-08-01",26,NA,NA,NA,0,NA,NA,NA,NA,NA,0,221,"New York City","First Second",NA,"2011-06-07",6.1,0.7,8.7,"inches"
235,"HC",NA,"Make Me a Woman","Memoir","Graphic Memoir",0,258,"N/A","Vanessa","Davis",0,"USA","White","1978-10-14",31,NA,NA,NA,0,NA,NA,NA,NA,NA,0,120,"Montreal, Canada","Drawn and Quarterly",NA,"2010-10-12",8.7,1.1,11.1,"inches"
237,"HC",NA,"Tanpopo Vol. 1","Science Fiction","Graphic Fantasy",0,260,"N/A","Camilla","D'Errico",0,"Canada","White","1980-09-30",32,NA,NA,NA,0,NA,NA,NA,NA,NA,0,176,"Los Angeles, USA","BOOM! Studios",NA,"2012-10-01",9,0.9,11.8,"inches"
238,"SC",NA,"Tangles: A Story About Alzheimer's, My Mother, and Me","Memoir","Graphic Memoir",0,265,"N/A","Sarah","Leavitt",0,"Unknown","White","0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,127,"New York, USA","Skyhorse Publishing",NA,"2012-05-01",9.2,0.3,10.5,"inches"
239,"SC",NA,"Special Exits","Memoir","Graphic Memoir",0,262,"N/A","Joyce","Farmer",0,"USA","White","1938-01-01",76,NA,NA,NA,0,NA,NA,NA,NA,NA,0,200,"Seattle, USA","Fantagraphics",NA,"2014-08-03",7.4,1.8,10,"inches"
240,"SC",NA,"An Age of License: a Travelogue","Travel Writing","Non-Fiction",0,263,"N/A","Lucy","Knisley",0,"USA","White","1985-01-11",29,NA,NA,NA,0,NA,NA,NA,NA,NA,0,189,"Seattle, USA","Fantagraphics",NA,"2014-09-22",5.6,0.7,7.4,"inches"
241,"SC",NA,"Patsy Walker, A.K.A. Hellcat! Vol. 1: Hooked On A Feline","Superhero","Graphic Novel",0,266,"N/A","Kate","Leth",0,"Canada","White","1988-09-29",27,NA,NA,NA,0,NA,NA,NA,NA,NA,0,136,"New York, USA","Marvel",NA,"2016-07-05",6.8,0.2,10.1,"inches"
243,"SC",NA,"Moon Girl and Devil Dinosaur, Vol. 1: BFF","Fantasy","Graphic Fantasy",0,268,"269","Amy","Reeder",0,"USA","White","1980-08-25",35,"Brandon","Montclare",1,0,"Unknown","White","0",NA,NA,0,136,"New York, USA","Marvel",NA,"2016-07-05",6.8,0.2,10.2,"inches"
244,"HC",NA,"Leaving Megalopolis","Horror","Graphic Fantasy",0,271,"N/A","Gail","Simone",0,"USA","White","1974-07-29",40,NA,NA,NA,0,NA,NA,NA,NA,NA,0,128,"Milwaukee, USA","Dark Horse",NA,"2014-09-30",6.9,0.6,10.5,"inches"
245,"SC",NA,"Omega: The Unknown","Superhero","Graphic Novel",0,273,"274","Stephen Ross","Gerber",1,"USA","White","1974-09-20",31,"Mary","Skrenes",0,0,"Unknown","White","0",NA,NA,0,224,"New York, USA","Marvel",NA,"2005-12-28",6.7,0.4,10.2,"inches"
246,"SC",NA,"Becoming Unbecoming","Crime","Graphic Novel",0,284,"N/A","Una","Una",0,"UK","White","0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,169,"Vancouver, Canada","Arsenal Pulp Press",NA,"2016-10-18",6.5,0.7,8.9,"inches"
247,"HC",NA,"When David Lost His Voice","Literary Fiction","Graphic Novel",0,281,"N/A","Judith","Vanistendael",0,"Belgium","White","1974-01-01",39,NA,NA,NA,0,NA,NA,NA,NA,NA,0,267,"London, UK","SelfMadeHero",NA,"2013-03-19",6.5,1.2,9.5,"inches"
249,"HC",NA,"New Spring","Fantasy","Graphic Fantasy",1,285,"286","James Oliver Rigney Jr.","Robert Jordan",1,"USA","White","1948-10-17",62,"Charles Dixon","Chuck",1,1,"USA","White","1954-03-14",56,NA,0,230,"New York, USA","Tor Books",NA,"2011-01-01",6.9,1,10.2,"inches"
250,"SC",NA,"The Inhumans: By Right of Birth","Superhero","Graphic Novel",0,288,"289","Ann Annie","Nocenti",0,"USA","White","1957-01-17",56,"Lou","Mougin",1,0,"USA","White","1954-01-01",59,NA,0,117,"New York, USA","Marvel",NA,"2013-11-19",6.8,0.5,10.2,"inches"
251,"SC",NA,"Greenberg the Vampire","Horror","Graphic Fantasy",0,170,"N/A","John Marc","DeMatteis",1,"USA","White","1953-12-15",61,NA,NA,NA,1,NA,NA,NA,NA,NA,0,102,"New York, USA","Marvel",NA,"2015-10-20",6.6,0.2,10.1,"inches"
252,"SC","Reprint edition","The Picture of Dorian Gray: A Graphic Novel","Literary Fiction","Graphic Novel",0,295,"N/A","Ian","Edginton",1,"UK","White","0",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,119,"New York, USA","Sterling",NA,"2009-01-26",9.4,0.6,6.5,"inches"
253,"HC","Collector's edition","Prince of Persia: The Graphic Novel","Action/Adventure","Graphic Novel",1,297,"298","Jordan","Mechner",1,"USA","White","1964-06-04",44,"A. B.","Sina",0,0,"Unknown","Unknown","0",NA,NA,0,190,"New York, USA","First Second",NA,"2008-09-02",6.6,0.9,8.5,"inches"
254,"SC",NA,"A Sailor's Story","Action/Adventure","Graphic Novel",0,301,"N/A","Sam","Glanzman",1,"USA","White","1924-12-05",90,NA,NA,NA,1,NA,NA,NA,NA,NA,0,123,"New York, USA","Dover Publications",NA,"2015-04-15",8.2,0.5,10.9,"inches"
255,"HC","1st edition","A Game of Thrones: The Graphic Novel Vol.1","Fantasy","Graphic Fantasy",1,67,"304","George R. R.","Martin",1,"USA","White","1948-09-20",63,"Daniel James","Abraham",1,1,"USA","White","1969-11-14",42,NA,0,240,"New York, USA","Bantam",NA,"2012-03-27",6.9,0.8,10.5,"inches"
256,"HC","1 edition","Cousin Joseph: A Graphic Novel","Crime","Graphic Novel",0,137,"N/A","Jules Ralph","Feiffer",1,"USA","White","1929-01-26",87,NA,NA,NA,1,NA,NA,NA,NA,NA,0,111,"New York, USA","Liveright",NA,"2016-07-26",8.9,0.7,11.3,"inches"
257,"HC","1 edition","Kill My Mother","Crime","Graphic Novel",1,137,"N/A","Jules Ralph","Feiffer",1,"USA","White","1929-01-26",85,NA,NA,NA,1,NA,NA,NA,NA,NA,0,148,"New York, USA","Liveright",NA,"2014-08-25",8.8,0.9,11.2,"inches"
258,"SC",NA,"The Cartoon History of the Universe III: From the Rise of Arabia to the Renaissance","Educational","Non-Fiction",1,306,"N/A","Larry","Gonick",1,"USA","White","1946-08-24",56,NA,NA,NA,1,NA,NA,NA,NA,NA,0,320,"New York, USA","W. W. Norton and Company",NA,"2002-10-17",7.6,0.9,10.5,"inches"
259,"HC",NA,"Ruins","Literary Fiction","Graphic Novel",0,207,"N/A","Peter","Kuper",1,"USA","White","1958-09-22",57,NA,NA,NA,1,NA,NA,NA,NA,NA,0,256,"London, UK","SelfMadeHero",NA,"2015-10-06",7.9,1.2,10.6,"inches"
260,"HC",NA,"Stray Bullets, Vol.1: Innocence of Nihilism","Crime","Graphic Novel",1,307,"N/A","David","Lapham",1,"USA","White","1970-01-01",31,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,"El Capitan Books",NA,"2001-01-01",0,0,0,NA
261,"SC",NA,"King City","Science Fiction","Graphic Fantasy",0,36,"N/A","Brandon","Graham",1,"USA","White","1976-01-01",36,NA,NA,NA,1,NA,NA,NA,NA,NA,0,424,"Berkeley, USA","Image Comics",NA,"2012-03-20",7.5,1.2,10.3,"inches"
262,"HC",NA,"Richard Stark's Parker: The Hunter","Crime","Graphic Novel",1,308,"46","Donald Edwin","Westlake (Richard Stark)",1,"USA","White","1933-07-12",76,"Darwyn","Cooke",1,1,"Canada","White","1962-01-01",47,NA,0,160,"San Diego, USA","IDW Publishing",NA,"2009-07-28",6.4,0.7,9.2,"inches"
263,"HC",NA,"Marvels","Superhero","Graphic Novel",1,309,"N/A","Kurt","Busiek",1,"USA","White","1960-09-16",43,NA,NA,NA,1,NA,NA,NA,NA,NA,0,400,"New York, USA","Marvel",NA,"2004-01-01",8,1,12,"inches"
264,"HC",NA,"Nimona","Fantasy","Graphic Fantasy",1,310,"N/A","Noelle","Stevenson",0,"USA","White","1991-12-31",23,NA,NA,NA,0,NA,NA,NA,NA,NA,0,272,"New York, USA","HarperTeen",NA,"2015-05-12",6,0.9,9,"inches"
265,"SC",NA,"Demon, Vol.1","Fiction","Graphic Novel",0,311,"N/A","Jason","Shiga",1,"USA","Asian","1976-01-01",40,NA,NA,NA,1,NA,NA,NA,NA,NA,0,176,"New York, USA","First Second",NA,"2016-10-04",6.8,0.5,8.6,"inches"
266,"SC","Revised edition","Bone: The Complete Cartoon Epic in One Volume","Fantasy","Graphic Fantasy",0,76,"N/A","Jeff","Smith",1,"USA","White","1960-02-27",44,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1344,"Columbus, USA","Cartoon Books",NA,"2004-09-01",6.5,2.2,9,"inches"
267,"SC",NA,"Understanding Comics: The Invisible Art","Educational","Non-Fiction",0,223,"N/A","Scott","McCloud",1,"USA","White","1960-06-10",33,NA,NA,NA,1,NA,NA,NA,NA,NA,0,215,"New York, USA","HarperCollins Publishers Ltd",NA,"1994-04-27",6.8,0.6,10.2,"inches"
268,"HC",NA,"Wonder Woman: The True Amazon","Superhero","Graphic Novel",1,184,"N/A","Jill","Thompson",0,"USA","White","1966-11-20",49,NA,NA,NA,0,NA,NA,NA,NA,NA,0,128,"New York, USA","DC Comics",NA,"2016-10-04",6.8,0.5,10.5,"inches"
271,"SC","1st edition","My Favorite Thing Is Monsters","Crime","Graphic Novel",0,315,"N/A","Emil","Ferris",0,"USA","White","1962-01-01",55,NA,NA,NA,0,NA,NA,NA,NA,NA,0,386,"Seattle, USA","Fantagraphics",NA,"2017-02-14",8.2,1.3,10.5,"inches"
283,"SC","2nd Revised ed. edition","Sin City. Family Values","Crime","Graphic Novel",0,22,"N/A","Frank","Miller",1,"USA","White","1957-01-27",53,NA,NA,NA,1,NA,NA,NA,NA,NA,0,128,"Milwaukee, USA","Dark Horse",NA,"2010-11-09",6,0.4,9,"inches"
